TERM DESCRIPTION,TERM,SESSION,SESSION DESCRIPTION,DEPARTMENT,SUBJECT,COURSE,Course+Subject,CLASS/SECTION NBR,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,PERCENT MAJORS,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WX,I,R,P,S,NY,NR,NC,OTHER,EFFECTIVE DATE
Spring 2012,4122,1,Regular Academic Session,HISP,HISP-S,499,HISP-S499,17109,HONORS RESEARCH IN SPANISH,"Clements,Joseph Clancy",3,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HISP,HISP-S,499,HISP-S499,18138,HONORS RESEARCH IN SPANISH,"Giles,Ryan Dennis",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HISP,HISP-S,504,HISP-S504,29706,BIBLIOGRAPHY & METHODS OF RES,"Myers,Kathleen",8,9,3.75,3.778,77.8,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HISP,HISP-S,508,HISP-S508,29708,INTRO TO HISPANIC PRAGMATICS,"Felix-Brasdefer,Cesar",7,7,3.9,3.846,71.4,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HISP,HISP-S,512,HISP-S512,29589,THEORY AND CRITICSM,"Dove,Patrick E",15,15,3.853,3.802,100,1,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HISP,HISP-S,513,HISP-S513,29598,INTR-HISPANIC SOCIOLINGUISTICS,"Diaz-Campos,Manuel Antonio",13,16,3.815,3.871,64.3,3,6,1,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HISP,HISP-S,513,HISP-S513,34652,INTR-HISPANIC SOCIOLINGUISTICS,"Diaz-Campos,Manuel Antonio",8,8,3.263,3.554,100,0,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HISP,HISP-S,517,HISP-S517,20925,METH OF TCHNG COLLEGE SPANISH,"Gurzynski-Weiss,Laura",12,12,3.758,3.739,100,0,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HISP,HISP-S,517,HISP-S517,33379,METH OF TCHNG COLLEGE SPANISH,"Gurzynski-Weiss,Laura",13,13,3.762,3.791,76.9,0,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HISP,HISP-S,528,HISP-S528,29710,SPAN LIT 16TH & 17TH CENTURIES,"Wagschal,Steven",12,12,3.675,3.756,91.7,1,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HISP,HISP-S,538,HISP-S538,29607,SPAN LIT 18TH & 19TH CENTURIES,"Bieder,Maryellen Wolfe",10,10,3.88,3.79,100,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HISP,HISP-S,558,HISP-S558,29613,COLONIAL SPANISH AMERICAN LIT,"Myers,Kathleen",9,10,3.744,3.774,90,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HISP,HISP-S,568,HISP-S568,29712,19TH & 20TH-CENT SPAN AMER LIT,"Mejias-Lopez,Alejandro",10,11,3.86,3.766,81.8,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HISP,HISP-S,612,HISP-S612,29715,TOP LING: VARIATION&LANG CONT,"Diaz-Campos,Manuel Antonio",13,15,3.977,3.845,92.9,3,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HISP,HISP-S,614,HISP-S614,29621,TOPICS IN ACQUISITION SPANISH,"Geeslin,Kimberly",10,10,3.97,3.865,90,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HISP,HISP-S,628,HISP-S628,29630,TOPICS IN EARLY MODRN SPAN LIT,"Wagschal,Steven",5,5,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HISP,HISP-S,638,HISP-S638,29717,TOPICS 18TH&19TH CENT SPAN LIT,"Bieder,Maryellen Wolfe",6,6,3.167,3.727,66.7,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HISP,HISP-S,678,HISP-S678,30115,TOPICS IN CONTEMP SPAN AM LIT,"Cohn,Deborah",5,5,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HISP,HISP-S,688,HISP-S688,27615,TPCS:U.S. LATINO/CARIBBEAN LIT,"Birkenmaier,Anke",7,7,3.343,3.84,71.4,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HISP,HISP-S,695,HISP-S695,29719,GRADUATE COLLOQUIUM,"Dove,Patrick E",7,7,3.386,3.849,71.4,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HISP,HISP-S,716,HISP-S716,26583,SEM: SEC LANGUAGE ACQUISITION,"Gurzynski-Weiss,Laura",10,10,3.71,3.835,100,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HISP,HISP-S,803,HISP-S803,18140,INDIV READ SP OR SP AM LIT/LAN,"Dove,Patrick E",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HISP,HISP-S,803,HISP-S803,17111,INDIV READ SP OR SP AM LIT/LAN,"Dove,Patrick E",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HISP,HISP-S,805,HISP-S805,18141,PH D THESIS,"Dove,Patrick E",0,29,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HISP,HISP-S,805,HISP-S805,17112,PH D THESIS,"Dove,Patrick E",2,38,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-A,200,HIST-A200,29721,ISSUES IN UNITED STATES HIST,"Cullather,Nicholas Barry",143,175,2.693,2.97,16.1,1,5,16,15,33,25,18,16,6,1,1,0,6,16,14,0,0,2,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-A,200,HIST-A200,23530,ISSUES IN UNITED STATES HIST,"Paddison,Joshua Allen",4,7,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-A,205,HIST-A205,24864,ASIAN AMERICAN HISTORY,"Wu,Ellen Dionne",17,23,3.465,2.985,10,1,5,2,5,2,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-A,222,HIST-A222,29638,LAW IN AMERICA,"Turner,Felicity",84,114,2.746,2.825,23,6,6,11,3,18,18,4,6,2,3,1,0,6,16,14,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-A,265,HIST-A265,30363,GENDER & SEXUALITY IN AM HIST,"Gamber,Wendy E.",48,58,3.402,2.818,5.8,2,9,20,4,7,3,0,0,1,1,0,0,1,2,6,1,0,0,0,0,0,1,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-A,300,HIST-A300,26066,ISSUES IN UNITED STATES HIST,"Myers,Amrita",24,45,2.746,2.743,17.6,0,2,4,2,3,5,0,7,0,0,0,0,1,10,11,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-A,300,HIST-A300,32836,ISSUES IN UNITED STATES HIST,"Myers,Amrita",5,5,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-A,300,HIST-A300,21774,ISSUES IN UNITED STATES HIST,"Myers,Amrita",53,85,2.677,2.917,32.8,0,4,4,12,8,7,3,7,3,2,0,0,3,8,24,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-A,300,HIST-A300,27592,ISSUES IN UNITED STATES HIST,"Nieto-Phillips,John M.",18,28,2.956,2.696,16.7,0,1,2,7,3,1,1,1,1,0,1,0,0,6,4,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-A,300,HIST-A300,32706,ISSUES IN UNITED STATES HIST,"Wolf,Juan Eduardo",10,12,3.35,3.276,30,1,2,0,5,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-A,356,HIST-A356,29645,AFRICAN AMERICAN HISTORY II,"Myers,Amrita",7,12,3.429,3.34,40,0,3,0,2,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-A,379,HIST-A379,20435,ISSUES IN MODERN U.S. HISTORY,"Bodnar,John Edward",191,213,3.33,3.103,25.9,6,50,34,22,40,18,12,7,2,0,0,0,0,5,8,7,0,2,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-A,379,HIST-A379,22987,ISSUES IN MODERN U.S. HISTORY,"Lichtenstein,Alex",28,33,3.414,3.29,50,1,5,6,9,4,2,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-A,380,HIST-A380,29650,THE VIETNAM WAR,"Cullather,Nicholas Barry",113,133,2.821,3.001,43.3,0,6,13,18,39,11,6,7,6,2,0,0,5,12,6,0,0,1,0,0,0,1,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-A,382,HIST-A382,29656,THE SIXTIES,"McGerr,Michael Edward",192,212,2.932,3.092,24.6,0,19,25,40,47,26,13,5,3,1,5,0,8,13,5,0,0,1,0,0,0,1,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-A,384,HIST-A384,29661,ANTEBELLUM AMERICA,"Gamber,Wendy E.",63,68,3.622,3.299,39.7,13,20,12,6,8,1,1,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-A,393,HIST-A393,26804,AMERICAN SEXUAL HISTORIES,"Allen,Judith Alison",90,109,3.422,3.174,27.9,3,18,23,26,11,5,2,1,0,0,0,0,1,12,5,0,0,2,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-B,200,HIST-B200,29686,ISS IN WESTERN EUROPEAN HIST,"Borhi,Laszlo",31,37,3.255,2.99,5.9,2,2,8,7,5,6,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-B,200,HIST-B200,26586,ISS IN WESTERN EUROPEAN HIST,"Field,Arthur",55,84,2.349,2.927,7.6,0,3,6,5,9,9,5,4,2,1,3,0,8,11,18,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-B,200,HIST-B200,29669,ISS IN WESTERN EUROPEAN HIST,"Frieberg,Annika Elisabet",11,15,2.882,3.173,0,0,3,1,1,2,1,1,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-B,200,HIST-B200,31718,ISS IN WESTERN EUROPEAN HIST,"Frieberg,Annika Elisabet",33,35,2.494,3.066,17.1,0,0,4,1,7,8,2,8,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-B,200,HIST-B200,27684,ISS IN WESTERN EUROPEAN HIST,"Roseman,Mark",103,117,2.984,2.884,5.4,3,9,24,15,20,13,3,6,2,1,1,2,4,8,6,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-B,200,HIST-B200,29677,ISS IN WESTERN EUROPEAN HIST,"Roseman,Mark",5,5,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-B,200,HIST-B200,21237,ISS IN WESTERN EUROPEAN HIST,,1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-B,204,HIST-B204,26069,MEDIEVAL HEROES,"Shopkow,Leah",104,157,2.722,2.815,3.6,0,8,13,14,18,19,6,8,11,0,3,0,4,34,18,0,0,1,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-B,226,HIST-B226,24213,MAFIA&OTHER ITALIAN MYSTERIES,"Ipsen,Carl David",313,358,2.76,2.926,2.3,5,24,15,48,68,62,42,18,14,3,1,2,11,27,16,1,0,1,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-B,226,HIST-B226,28794,MAFIA&OTHER ITALIAN MYSTERIES,"Ipsen,Carl David",8,11,3.513,3.654,12.5,3,1,1,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-B,300,HIST-B300,37641,ISS IN WESTERN EUROPEAN HIST,,1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-B,300,HIST-B300,21239,ISS IN WESTERN EUROPEAN HIST,,1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-B,300,HIST-B300,21241,ISS IN WESTERN EUROPEAN HIST,,2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-B,303,HIST-B303,26587,ISSUES MODERN EUROPEAN HISTORY,"Dodson,Michael Sinclair",64,80,2.863,3.148,42.5,0,7,4,11,15,10,6,7,1,2,0,0,1,8,7,0,0,1,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-B,303,HIST-B303,22237,ISSUES MODERN EUROPEAN HISTORY,"Douglas,Allen R.",20,21,3.815,3.202,28.6,0,9,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-B,303,HIST-B303,22238,ISSUES MODERN EUROPEAN HISTORY,"Douglas,Allen R.",24,26,3.829,3.418,20.8,0,13,9,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-B,303,HIST-B303,20558,ISSUES MODERN EUROPEAN HISTORY,"Douglas,Allen R.",32,40,3.591,3.332,25,0,11,13,6,1,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-B,303,HIST-B303,20594,ISSUES MODERN EUROPEAN HISTORY,"Douglas,Allen R.",23,28,3.752,3.124,44,0,8,12,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,8W2,Eight Week - Second,HIST,HIST-B,303,HIST-B303,30373,ISSUES MODERN EUROPEAN HISTORY,"Schneider,Robert Alan",33,40,2.603,2.759,11.8,0,7,7,3,2,1,1,2,3,0,2,0,5,1,6,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-B,303,HIST-B303,23974,ISSUES MODERN EUROPEAN HISTORY,"Schneider,Robert Alan",102,119,3.066,3.009,26.1,5,13,16,17,21,9,7,11,0,0,0,0,3,7,4,3,0,3,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-B,323,HIST-B323,27855,HISTORY OF THE HOLOCAUST,"Roseman,Mark",149,182,2.765,3.009,16.2,12,19,12,19,20,13,15,13,10,3,3,2,8,18,15,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-B,330,HIST-B330,29722,THE JEWS OF SPAIN,"Lehmann,Matthias B.",28,32,2.861,2.95,13.8,1,5,3,2,8,2,1,3,0,0,0,1,2,0,3,1,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-B,352,HIST-B352,26588,WEST EUROPE-HIGH/LATE MID AGE,"Shopkow,Leah",23,35,3.017,2.961,48.3,1,4,3,3,5,3,1,1,0,0,1,0,1,5,6,1,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-B,354,HIST-B354,29723,THE REFORMATION,"Field,Arthur",40,48,2.775,2.993,37,0,4,5,4,8,9,0,6,1,1,0,0,2,5,2,1,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-B,357,HIST-B357,30374,MODERN FRANCE,"Spang,Rebecca Lee",25,28,2.808,2.972,65.4,0,2,4,3,5,6,1,2,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-B,386,HIST-B386,26826,BRITISH SEXUAL HISTORIES,"Allen,Judith Alison",34,40,3.212,3.185,33.3,0,8,5,9,8,1,1,0,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-C,205,HIST-C205,32838,INTRO TO ISLAMIC CIVILIZATION,"Sahin,Kaya",19,25,3.142,2.903,4.8,0,4,4,2,5,1,2,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-C,210,HIST-C210,28259,MAKING OF MODERN MIDDLE EAST,"Martin,Kevin",13,17,3.231,3.312,28.6,1,3,1,2,1,3,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-C,305,HIST-C305,31864,ISSUES IN NEAR EASTERN HISTORY,"Martin,Kevin",16,17,3.263,3.266,41.2,1,1,2,7,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-C,388,HIST-C388,29702,ROMAN HISTORY,"Eckhart,TammyJo",78,100,2.791,3.164,45.2,1,6,14,9,20,5,9,2,2,3,2,1,4,15,7,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-C,390,HIST-C390,29760,DECLINE & FALL OF ROMAN EMPIRE,"Watts,Edward Jay",136,163,3.09,3.107,37.6,3,24,29,24,20,9,7,6,4,3,2,1,4,12,14,0,0,1,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-D,102,HIST-D102,29709,ICON & AXE: RUSSIA TO 1861,"Ransel,David L.",24,25,2.904,2.951,4.2,0,6,2,3,3,4,2,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,8W2,Eight Week - Second,HIST,HIST-D,103,HIST-D103,27449,ICON&AXE: RUSSIA 1861-PRESENT,"Eklof,Ben",21,38,2.5,2.683,2.8,0,1,3,2,7,3,0,0,1,0,0,0,4,15,2,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-D,200,HIST-D200,22989,ISSUES RUSS/EAST EUROPEAN HIST,"Kuromiya,Hiroaki",25,29,3.024,3.15,20,0,5,2,6,5,3,1,1,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-D,201,HIST-D201,30068,THE FALL OF COMMUNISM,"Kenney,Padraic",58,74,2.557,2.891,20.9,0,9,6,4,7,9,5,6,3,0,3,0,6,9,7,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-D,300,HIST-D300,32982,ISSUES RUSS/EAST EUROPEAN HIST,"Bertenyi,Ivan Jakab",17,17,2.224,2.934,47.1,1,0,0,1,1,4,2,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-D,300,HIST-D300,24600,ISSUES RUSS/EAST EUROPEAN HIST,"Borhi,Laszlo",32,35,3.319,3.237,52.9,2,4,9,9,1,6,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-D,300,HIST-D300,27936,ISSUES RUSS/EAST EUROPEAN HIST,"Borhi,Laszlo",14,17,3.229,2.947,50,0,3,3,6,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-D,300,HIST-D300,32705,ISSUES RUSS/EAST EUROPEAN HIST,"Borhi,Laszlo",13,15,3.669,2.965,40,3,1,5,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-D,310,HIST-D310,26592,RUSS REVOLUTN & SOVIET REGIME,"Kuromiya,Hiroaki",68,84,3.162,3.152,21.1,0,13,6,15,15,12,3,2,1,1,0,0,0,7,8,0,0,1,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-D,327,HIST-D327,29712,THE PEOPLE VS. THE EMPEROR,"Frieberg,Annika Elisabet",22,28,2.741,2.904,54.2,0,3,4,1,4,1,5,0,1,1,1,0,1,2,4,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-D,330,HIST-D330,26593,EASTERN EUROPE:1944-PRESENT,"Frieberg,Annika Elisabet",26,32,2.181,2.794,41.4,0,2,3,2,4,2,2,2,1,1,2,0,5,3,3,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-E,331,HIST-E331,27690,AFRI HIST: ANCNT/EMPIRE/CTY ST,"Hanson,John Henry",22,22,3.15,3.251,31.8,0,5,1,4,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-E,340,HIST-E340,29716,AFRICAN POPULAR CULTURE,"Moorman,Marissa J",18,19,2.667,3.013,10.5,1,2,1,2,3,3,2,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,8W2,Eight Week - Second,HIST,HIST-F,200,HIST-F200,34850,ISSUES IN LATIN AMERICAN HIST,"McGraw,Jason P.",25,40,3.22,2.653,0,2,1,8,5,4,3,1,0,0,0,0,0,1,5,7,2,0,1,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-F,340,HIST-F340,29725,MODERN ARGENTINA,"James,Danny",25,29,3.472,3.151,29.6,1,5,7,5,5,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-F,345,HIST-F345,29761,HISTORY OF CUBA & PUERTO RICO,"Diaz,Arlene",19,23,2.247,2.871,40,0,2,1,2,5,1,0,2,1,0,1,0,4,1,3,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,HIST,HIST-F,348,HIST-F348,26595,CONTEMP LATIN AMERICAN REALITY,"James,Danny",26,34,3.488,3.19,25.8,4,4,7,4,5,0,2,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,HIST,HIST-G,300,HIST-G300,24889,ISSUES IN ASIAN HISTORY,"Atwood,Christopher P",1,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
